t,pc1,pc2,pc3
1,-104.14289,105.199684,-74.7851
2,-106.37043,114.46145,-77.32577
3,-94.03042,121.55111,-73.369514
4,-77.80393,106.777,-60.092506
5,-83.774254,95.76509,-61.90792
6,-79.68753,114.01989,-60.453262
7,-68.42055,110.951256,-57.942764
8,-70.192055,114.828636,-63.441414
9,-79.359886,116.944084,-68.65539
