t,pc1,pc2,pc3
1,122.8384,6.026334,60.635483
2,123.68343,-0.5585365,64.34125
3,137.89561,-1.3315325,69.451675
4,128.93515,-6.8466616,57.795967
5,118.46151,-1.2636032,53.84195
6,112.611855,16.915356,61.790665
7,110.93555,19.06868,58.705162
8,118.798065,18.19041,61.292313
9,124.78411,15.073838,64.04571
