t,pc1,pc2,pc3
1,76.39854,-95.23475,-93.32501
2,71.14425,-107.462776,-101.761856
3,83.541374,-125.291916,-100.630554
4,68.18978,-92.88762,-90.58207
5,68.079765,-92.301605,-87.632835
6,72.21543,-91.05472,-86.42499
7,71.85682,-90.44671,-86.14718
8,69.75288,-91.91453,-86.23965
9,71.667816,-97.936615,-93.780594
