t,pc1,pc2,pc3
1,-57.36855,146.98,-22.086388
2,-62.40817,162.12096,-32.293507
3,-48.291836,155.4946,-19.932875
4,-53.19433,167.78523,-30.832775
5,-53.025597,156.72067,-21.250454
6,-36.697834,128.88208,-13.591183
7,-46.54347,140.76456,-17.850943
8,-41.87366,137.37167,-19.58384
