t,pc1,pc2,pc3
1,-171.25809,-69.82633,12.687161
2,-189.14607,-102.204285,24.3909
3,-176.91667,-89.94997,32.902664
4,-178.86972,-89.51987,29.177654
5,-177.85109,-84.5702,25.136887
6,-144.99231,-66.95098,26.33559
7,-154.48581,-62.289974,28.152939
8,-157.52168,-56.11275,24.93438
