t,pc1,pc2,pc3
1,144.01183,-0.5313735,106.10368
2,145.94809,-1.5749106,115.05345
3,149.36237,-1.8895984,115.881256
4,149.21222,-5.925224,115.39428
5,137.93713,-0.21255064,103.64431
6,114.1822,12.678587,92.98676
7,134.87396,3.0668492,107.59967
8,122.78905,6.3658338,95.58639
