t,pc1,pc2,pc3
1,-82.613106,166.6384,-34.960518
2,-78.00422,168.03711,-35.315567
3,-76.72753,178.45287,-41.47917
4,-80.322945,177.07805,-42.06873
5,-68.473,160.49992,-33.597824
6,-53.7393,147.3607,-25.16544
7,-66.08321,155.9928,-29.248337
8,-60.28433,150.67538,-27.945004
