t,pc1,pc2,pc3
1,90.62452,-63.62022,-78.923004
2,86.023415,-67.954475,-77.83824
3,98.2835,-81.14899,-80.9176
4,79.97452,-71.00828,-90.64128
5,94.195786,-70.87708,-83.35979
6,89.96822,-64.35003,-71.51751
7,75.58652,-50.559277,-76.88795
8,73.75889,-48.803577,-78.69196
