t,pc1,pc2,pc3
1,129.76234,-0.23367262,94.362
2,150.16245,0.9321904,103.5047
3,143.30191,4.755646,101.802185
4,144.02182,-2.7345996,105.39601
5,126.99773,5.273848,92.424805
6,97.51728,13.300577,64.74582
7,103.88163,21.855,71.97895
8,108.857414,19.140413,73.60939
