t,pc1,pc2,pc3
1,-153.7145,-37.08581,9.711349
2,-159.89162,-83.50239,19.116608
3,-195.19565,-90.83533,22.020191
4,-190.29877,-85.50091,28.100445
5,-192.46942,-80.50207,29.335972
6,-188.71909,-72.23355,31.196575
7,-192.26393,-84.95015,31.226917
8,-189.54408,-89.99842,37.618217
