t,pc1,pc2,pc3
1,93.251274,-72.49233,-94.86896
2,91.955635,-79.851585,-97.412
3,106.76182,-84.683784,-93.88247
4,102.64648,-83.558586,-91.41803
5,90.35677,-68.19906,-87.787445
6,89.600685,-60.3419,-90.799774
7,83.32927,-58.019764,-79.36009
8,83.82801,-49.966457,-76.170944
