t,pc1,pc2,pc3
1,-141.49702,-75.41474,39.983414
2,-156.3457,-97.98888,43.67835
3,-141.88292,-106.912834,39.886997
4,-139.45801,-107.5292,45.950665
5,-133.9146,-92.85693,45.99614
6,-104.384254,-89.818565,40.28861
7,-129.70099,-82.38438,37.625095
8,-122.489494,-79.549774,41.46232
