t,pc1,pc2,pc3
1,68.6938,-61.35351,-94.16353
2,70.46096,-72.8162,-106.32509
3,98.42703,-38.996952,-36.51621
4,92.025185,-65.35303,-79.11239
5,90.48284,-66.67422,-77.520325
6,96.18347,-31.547298,-30.11591
7,80.50936,-41.685444,-66.62905
8,79.553566,-42.974697,-64.14035
