t,pc1,pc2,pc3
1,-73.925545,153.49377,-38.492985
2,-82.947365,168.5699,-50.50204
3,-71.72576,167.23343,-37.085644
4,-66.48989,162.03522,-37.015133
5,-40.343372,142.20023,-22.872143
6,-57.58763,148.45609,-28.100262
7,-49.618786,142.98439,-16.516167
8,-44.062443,145.1453,-18.425005
