t,pc1,pc2,pc3
1,-59.337574,165.11409,-23.058235
2,-61.29063,177.77762,-28.485802
3,-60.91247,175.97426,-31.26543
4,-74.29568,171.93314,-34.773422
5,-51.04619,141.37129,-22.896145
6,-47.726,137.16888,-22.977333
7,-60.56931,156.62927,-28.246418
8,-54.066654,147.65576,-26.088913
