t,pc1,pc2,pc3
1,-71.52437,147.51106,-34.668118
2,-79.22288,148.46352,-39.573128
3,-65.88171,152.0715,-38.816105
4,-60.89398,151.58728,-31.294422
5,-65.48479,149.51205,-37.808846
6,-53.170795,132.88188,-35.97795
7,-49.356525,141.77754,-24.161736
8,-42.84361,134.28386,-21.392685
