t,pc1,pc2,pc3
1,-54.22604,161.72093,-18.517082
2,-51.055386,171.65047,-20.61105
3,-43.414127,176.18274,-27.256721
4,-44.164783,171.60558,-22.901829
5,-38.81532,163.08131,-21.1718
6,-39.081295,153.9371,-27.721882
7,-41.498844,144.36522,-18.2154
8,-37.563625,137.0,-11.203762
