t,pc1,pc2,pc3
1,77.329254,-60.07034,-87.900375
2,94.98356,-76.805565,-100.41833
3,98.658195,-82.614716,-91.79483
4,92.32438,-70.23147,-93.40408
5,84.872154,-59.48328,-64.930756
6,92.108604,-78.14561,-83.351
7,78.77875,-47.95427,-79.70249
8,71.623116,-40.2113,-82.12729
