t,pc1,pc2,pc3
1,-79.08662,144.39151,-31.02436
2,-75.85646,154.37602,-40.161556
3,-63.670994,164.54964,-33.44658
4,-63.77106,163.85826,-34.496925
5,-51.056427,145.4207,-22.915062
6,-45.75321,138.1298,-22.813068
7,-53.563915,137.25774,-26.982975
8,-38.108665,135.98598,-16.11312
