t,pc1,pc2,pc3
1,-169.63388,-77.82312,18.326965
2,-193.15479,-95.07225,26.177944
3,-185.83832,-90.01801,28.700333
4,-205.97076,-94.31254,23.943554
5,-193.10397,-88.98419,26.121994
6,-176.08864,-80.53622,34.41064
7,-191.48557,-92.30122,31.008873
8,-190.12144,-93.11173,33.72426
