t,pc1,pc2,pc3
1,-67.472435,141.29018,-28.93652
2,-71.12542,145.41159,-32.556133
3,-59.890812,137.7278,-25.905624
4,-30.08891,104.32443,-6.1975946
5,-50.54974,134.35298,-24.945297
6,-43.378994,120.41936,-19.371317
7,-50.425613,133.57736,-22.613277
8,-16.074715,97.763435,-0.98476887
