t,pc1,pc2,pc3
1,84.9676,-65.19775,-114.08559
2,76.66251,-64.12249,-115.33269
3,92.99416,-79.24509,-105.36377
4,79.78739,-52.971867,-78.25341
5,91.607216,-70.34144,-108.16533
6,67.21062,-55.439213,-92.732765
7,70.341835,-44.043125,-91.15721
8,72.98873,-28.69881,-56.374977
