t,pc1,pc2,pc3
1,129.54526,-2.397449,79.53096
2,145.40552,-14.17889,100.46478
3,142.38548,-9.982792,110.436295
4,146.59903,-10.042274,109.88406
5,114.431526,4.5103097,79.01575
6,114.69137,4.0473485,85.327835
7,135.0599,-1.9807525,102.26845
8,115.36565,4.686465,87.54634
