t,pc1,pc2,pc3
1,81.91406,-64.31167,-108.20885
2,68.25225,-59.5986,-111.61037
3,84.94768,-75.98374,-110.69422
4,96.183846,-79.154335,-110.69132
5,77.10046,-61.864544,-101.15363
6,83.7255,-67.17889,-100.81241
7,78.48639,-46.608463,-86.710686
8,83.21545,-52.385326,-88.444374
