t,pc1,pc2,pc3
1,130.43202,-4.8010325,80.48111
2,153.67297,-15.58832,93.07648
3,153.29364,-11.493076,95.86461
4,153.66183,-16.492573,93.79227
5,129.68907,-5.61923,67.216354
6,122.90382,-5.0597854,86.30084
7,121.46885,4.396466,77.3481
8,125.76937,0.99529123,83.11888
