t,pc1,pc2,pc3
1,127.450714,-7.7604704,53.304466
2,131.25421,-13.219743,59.39807
3,140.44707,-13.065845,62.204384
4,136.63925,-9.20884,60.675423
5,132.47359,-4.037881,53.250328
6,121.266014,-6.152833,47.39424
7,115.19365,18.079155,57.358444
8,117.094,19.742855,57.891014
