t,pc1,pc2,pc3
1,77.04137,-92.16778,-110.85883
2,80.64755,-90.49762,-113.790825
3,95.19354,-99.82896,-104.860985
4,83.76827,-93.148735,-102.345375
5,84.37186,-84.73356,-100.346565
6,83.96155,-73.272194,-78.82735
7,71.71499,-62.61954,-75.70726
8,71.66337,-63.045223,-76.47066
