t,pc1,pc2,pc3
1,-63.144535,168.36116,-23.885763
2,-58.93604,178.91087,-22.144274
3,-59.94868,174.50107,-25.16562
4,-47.982784,166.26805,-9.471874
5,-44.969524,171.18144,-13.19727
6,-39.717327,184.70119,-10.246012
7,-27.556938,151.3007,-7.7652946
8,-48.2603,168.7793,-23.322464
9,-38.02794,161.63614,-18.051464
10,-42.829304,156.8658,-14.443352
11,-35.047222,148.77402,-12.007639
12,-49.43973,158.41492,-18.55933
