t,pc1,pc2,pc3
1,88.39365,-65.79029,-108.47054
2,84.40732,-60.05966,-106.19628
3,84.49092,-64.798706,-100.89471
4,81.91414,-45.635715,-88.48929
5,100.252144,-68.72299,-114.27863
6,92.369125,-78.16917,-103.10524
7,94.13017,-68.59511,-91.90798
8,91.107925,-77.82218,-98.51511
9,76.6007,-55.185913,-87.401825
10,82.56826,-51.86679,-83.39107
11,65.62106,-51.07879,-82.1943
12,82.669785,-66.147835,-90.361084
