t,pc1,pc2,pc3
1,-147.3853,-80.78765,35.660763
2,-148.60992,-85.95033,45.48479
3,-167.35783,-97.926636,44.66786
4,-150.89694,-87.942215,35.052563
5,-157.83568,-97.89724,40.91363
6,-172.65393,-98.194565,38.0004
7,-151.09969,-87.0079,41.17658
8,-169.48056,-97.010345,36.380077
9,-148.15906,-82.14804,34.669025
10,-145.01463,-72.81874,39.732487
11,-140.77515,-61.25013,32.59586
12,-157.75728,-79.17758,34.586628
