t,pc1,pc2,pc3
1,-120.29009,-81.315,34.68523
2,-137.80309,-103.83213,45.673615
3,-150.73157,-108.500534,43.086353
4,-144.64209,-100.909775,40.985363
5,-130.9659,-95.6627,41.011326
6,-140.23222,-112.68458,44.409996
7,-107.520775,-98.085014,46.013226
8,-146.80766,-114.42049,40.993805
9,-118.016655,-85.8832,41.109577
10,-103.96849,-69.848595,36.85568
11,-110.31299,-73.69746,40.7541
12,-128.07413,-84.645546,35.89793
