t,pc1,pc2,pc3
1,-51.99262,168.02325,-30.941317
2,-49.548443,171.53635,-37.158985
3,-57.33157,177.26129,-36.84116
4,-50.633007,151.50041,-25.449093
5,-37.534058,138.20952,-21.176592
6,-43.81534,176.17828,-30.195208
7,-29.121315,137.47977,-25.128359
8,-43.406857,170.87987,-36.14644
9,-35.134987,144.8619,-21.325254
10,-36.114895,133.75777,-16.429426
11,-32.780754,132.58876,-18.831783
12,-42.952732,142.83981,-26.807524
