t,pc1,pc2,pc3
1,132.73643,1.12638,97.29909
2,138.36624,0.945632,101.756966
3,134.28038,-3.562396,105.04178
4,106.862045,8.861806,80.55606
5,133.22284,7.4595823,84.33671
6,144.06346,4.02855,93.40947
7,148.01927,4.6309805,87.48469
8,148.38802,-2.6853952,90.55353
9,137.22096,1.1866388,98.022446
10,115.66022,6.900319,87.02341
11,126.245285,4.1864023,84.96573
12,127.41023,0.90414906,70.94663
