t,pc1,pc2,pc3
1,-80.50778,161.26546,-26.959692
2,-82.37933,173.19739,-27.998762
3,-80.28682,166.39633,-29.893229
4,-63.397717,136.6788,-15.124134
5,-67.69389,140.16432,-21.94228
6,-68.37182,159.82669,-23.23726
7,-56.508648,129.28107,-23.218258
8,-70.92911,158.93092,-34.024307
9,-50.279045,153.61977,-20.781588
10,-56.776302,147.48247,-18.91984
11,-33.059666,134.0496,-12.325233
12,-69.68339,142.97087,-29.941257
