t,pc1,pc2,pc3
1,-69.20068,165.13774,-29.695066
2,-71.61514,167.67574,-32.735836
3,-68.89755,169.13585,-32.502476
4,-58.861866,159.7054,-25.5338
5,-60.67828,152.77226,-24.585478
6,-60.097622,161.74182,-41.3688
7,-40.590042,155.64977,-35.365078
8,-64.47782,162.27403,-44.216938
9,-56.45914,147.26312,-32.218185
10,-42.790348,142.6687,-21.136938
11,-53.388435,144.72018,-23.709341
12,-59.24956,154.61969,-34.11454
