t,pc1,pc2,pc3
1,132.02502,-3.631297,97.04373
2,139.1402,-4.5922804,107.77821
3,140.34883,-7.1016855,113.4156
4,117.58425,4.7474375,94.018265
5,132.63152,-0.78444195,96.021774
6,135.08818,1.0481958,95.5625
7,124.320694,9.629704,81.70438
8,148.80095,-8.565734,104.91419
9,129.77818,11.788682,89.819405
10,117.75211,10.669702,82.65395
11,117.93523,13.077115,80.69647
12,130.05495,4.295745,82.405304
