t,pc1,pc2,pc3
1,124.64251,-4.4257765,102.44023
2,138.60927,-11.327575,100.977356
3,133.56569,-11.655408,104.36393
4,118.02556,-3.2246943,89.24904
5,127.586685,-6.0479364,100.93198
6,142.3166,-4.9033403,93.12804
7,142.44249,-2.1034746,83.64322
8,144.44275,-6.857398,90.799866
9,127.90857,5.1507387,79.22155
10,120.62244,5.19744,76.46758
11,113.96051,10.9579935,71.037766
12,120.49431,5.036334,66.408424
