t,pc1,pc2,pc3
1,73.64905,-65.13759,-108.39417
2,78.530914,-81.28064,-114.370674
3,78.327095,-83.3895,-122.21205
4,85.49681,-68.66201,-109.72755
5,71.800064,-64.97844,-113.51869
6,85.66803,-75.091446,-116.98408
7,77.82361,-53.510838,-98.557625
8,80.53622,-82.2224,-111.027054
9,72.946945,-55.94514,-96.86866
10,70.8494,-63.859856,-90.10569
11,79.59594,-61.44948,-85.40751
12,73.427605,-72.75965,-104.65851
