t,pc1,pc2,pc3
1,-168.29887,-56.526413,16.250946
2,-194.71,-102.832016,24.95331
3,-176.33643,-94.20732,32.863297
4,-182.8409,-88.96032,29.78974
5,-170.79636,-86.39447,30.470282
6,-198.4309,-93.20712,27.464964
7,-157.5939,-90.6876,31.87118
8,-173.7221,-97.8682,31.34331
9,-152.51108,-83.58863,32.318798
10,-151.26901,-79.012344,30.820925
11,-140.69449,-71.566185,34.71777
12,-175.86284,-98.69207,34.08746
