t,pc1,pc2,pc3
1,-141.81566,-49.672325,19.908035
2,-171.35847,-86.86776,33.23019
3,-186.01862,-106.64727,37.200996
4,-156.95474,-85.5374,28.310045
5,-142.27812,-64.33577,30.799227
6,-191.3103,-89.28882,26.153364
7,-158.5773,-69.31052,25.663343
8,-177.94484,-88.71251,25.143196
9,-131.1573,-61.637016,23.469631
10,-124.69652,-48.72837,28.65962
11,-165.67844,-70.29769,27.523695
12,-171.05801,-91.30462,30.050764
