t,pc1,pc2,pc3
1,-63.599323,157.44174,-21.189384
2,-66.567894,167.39955,-27.540789
3,-60.71052,166.7241,-23.019224
4,-38.857662,150.18138,-7.534801
5,-60.356487,147.45277,-16.78461
6,-27.194221,141.95464,-6.975325
7,-7.3125563,118.7066,5.2086787
8,-52.864727,162.9639,-25.81
9,-45.537346,145.4545,-13.82515
10,-40.541946,139.71841,-10.577514
11,-41.175022,133.58601,-10.809797
12,-54.982914,147.44243,-22.611439
