t,pc1,pc2,pc3
1,82.89848,-58.77738,-103.77465
2,96.8345,-71.5104,-116.870865
3,85.39403,-78.54166,-128.01236
4,89.21743,-70.15987,-112.58926
5,81.48881,-58.362137,-103.22785
6,91.76633,-75.85189,-115.829315
7,92.360794,-60.482033,-99.2391
8,83.517456,-75.54428,-111.349304
9,91.990036,-58.880707,-96.40872
10,90.384514,-55.796738,-91.01346
11,91.859085,-69.27403,-103.04324
12,76.86553,-64.68276,-105.819
