t,pc1,pc2,pc3
1,90.538864,-70.44248,-116.73122
2,75.4074,-63.517616,-114.92126
3,79.81442,-68.17599,-120.9672
4,81.11003,-64.77356,-110.00542
5,88.08518,-64.12465,-107.43989
6,86.23311,-77.44108,-115.896736
7,83.096756,-69.47487,-106.618385
8,80.82755,-78.47263,-109.74579
9,79.807144,-49.616364,-97.05354
10,66.7988,-38.533714,-84.56831
11,76.255936,-35.895576,-71.51815
12,65.30698,-51.898964,-88.27788
