t,pc1,pc2,pc3
1,-70.85518,163.46239,-23.997463
2,-64.17014,168.02367,-20.203577
3,-66.557076,165.20232,-20.213072
4,-46.051914,125.16656,-7.921619
5,-53.83273,131.67276,-19.162766
6,-49.247517,161.25,-16.514118
7,-21.577106,119.44837,-15.371408
8,-44.700745,150.55379,-21.044077
9,-24.155243,133.59697,-12.635981
10,-24.822033,129.99257,-5.090875
11,-36.689003,128.4523,-7.2015176
12,-46.980507,137.4518,-22.709957
