t,pc1,pc2,pc3
1,-50.133007,164.79211,-18.411633
2,-46.181774,161.14207,-10.024246
3,-54.2208,160.13123,-12.043936
4,-40.499683,129.1808,-0.88733053
5,-36.897247,144.17131,-5.420509
6,-41.46564,164.83089,-12.973806
7,-35.036385,148.7245,-11.807032
8,-50.958965,155.81432,-28.18424
9,-36.716217,136.41544,-12.401094
10,-39.78323,136.10378,-10.791161
11,-31.208374,134.21263,-12.591357
12,-45.464382,144.12193,-20.138638
