t,pc1,pc2,pc3
1,80.54004,-58.31832,-94.493454
2,81.13406,-65.84532,-114.5457
3,73.61851,-70.72892,-115.386375
4,94.48526,-73.13834,-93.42668
5,89.70422,-47.957794,-79.70637
6,99.52334,-81.96162,-101.9187
7,92.13681,-66.62696,-70.606865
8,93.348175,-88.4042,-104.53477
9,81.14847,-43.533268,-86.403366
10,69.16518,-35.712086,-84.35569
11,66.016914,-39.927948,-74.5495
12,74.09582,-61.91578,-82.03845
