t,pc1,pc2,pc3
1,80.93334,-74.02909,-109.202545
2,82.55379,-77.77154,-112.60347
3,80.713234,-80.93064,-121.21388
4,82.21045,-63.622772,-110.388016
5,88.55273,-65.82549,-97.4073
6,85.328,-74.92682,-113.77524
7,85.36811,-64.549576,-103.88602
8,78.49658,-80.33217,-108.45544
9,83.70563,-59.81729,-95.29188
10,74.04263,-54.587013,-92.66443
11,75.84145,-45.014137,-81.08536
12,70.49134,-58.31852,-91.06957
