t,pc1,pc2,pc3
1,-168.49736,-74.47689,22.542994
2,-182.02429,-89.19275,23.399538
3,-174.96289,-89.26712,20.6919
4,-155.66824,-77.78532,39.770584
5,-165.44373,-81.50437,26.377615
6,-180.2285,-85.64544,29.763548
7,-140.12509,-75.97276,35.00003
8,-179.57216,-93.76163,29.858175
9,-153.39868,-66.702446,27.084276
10,-140.59386,-57.611973,28.282831
11,-135.70154,-55.192596,24.042116
12,-142.91632,-74.274315,30.413755
