t,pc1,pc2,pc3
1,-67.29114,151.20355,-23.872543
2,-76.62248,161.3805,-31.382963
3,-86.851456,173.66014,-37.141247
4,-57.04354,134.82828,-18.917582
5,-45.34527,125.96453,-17.852121
6,-69.11992,176.04123,-25.300694
7,-51.766354,155.45132,-19.92388
8,-70.98646,171.37048,-34.658882
9,-57.32822,150.60811,-21.826181
10,-55.876026,144.91504,-20.89988
11,-57.482758,145.15178,-23.26534
12,-67.97391,154.72047,-31.471327
