t,pc1,pc2,pc3
1,141.9517,-9.274045,84.48515
2,148.6396,-13.650262,86.30641
3,154.36122,-19.041271,96.16977
4,139.494,-10.681357,89.7988
5,137.83018,-8.073184,74.582855
6,159.7317,-14.8714285,110.063965
7,146.24995,-10.128793,82.59111
8,159.19344,-16.951973,102.455475
9,146.96193,-8.786609,91.66809
10,137.74467,-6.1776457,86.32625
11,136.84224,-6.315099,87.814575
12,143.52821,-6.986415,85.712395
