t,pc1,pc2,pc3
1,-91.79107,125.47677,-51.514263
2,-102.56958,141.27994,-60.583466
3,-99.52933,137.75842,-59.941856
4,-64.55145,100.793816,-38.53913
5,-93.12379,129.80264,-59.637802
6,-79.71044,148.27002,-54.030113
7,-68.050316,133.84311,-52.062325
8,-89.04099,134.56345,-61.209366
9,-70.145744,129.5311,-51.652916
10,-63.26728,118.28872,-43.323925
11,-66.5734,116.92202,-47.04013
12,-89.52364,129.18423,-56.571564
