t,pc1,pc2,pc3
1,67.16686,-66.65783,-114.17174
2,65.81857,-69.37227,-117.76392
3,100.63331,-87.73656,-111.12454
4,88.935974,-62.161224,-101.19369
5,76.75181,-65.91835,-110.42522
6,68.120026,-52.966835,-103.48538
7,68.55122,-44.48069,-91.58154
8,72.54492,-48.223656,-85.19261
9,68.34415,-53.361427,-93.28913
