t,pc1,pc2,pc3
1,60.82382,-58.242325,-96.11325
2,73.71747,-78.48516,-108.86048
3,85.43036,-82.467255,-100.10228
4,96.36099,-64.90533,-80.76202
5,71.99223,-58.162033,-85.94886
6,70.53551,-63.21351,-90.783676
7,85.85469,-80.634346,-104.22375
8,81.42174,-66.964294,-83.702225
9,86.17806,-80.08537,-99.744675
