t,pc1,pc2,pc3
1,-30.757923,148.31415,-11.444717
2,-24.149763,142.75613,-8.938711
3,-6.146231,122.86462,-1.6537237
4,-19.074936,137.27243,-8.941486
5,-13.111202,141.6166,-2.7317824
6,-15.383427,127.62387,-3.2400947
7,-22.817251,141.82727,-8.271672
8,-23.684708,140.11263,-11.355156
9,-29.885399,146.28589,-12.798071
