t,pc1,pc2,pc3
1,76.18268,-78.1694,-107.13209
2,87.362724,-88.15484,-105.20697
3,85.07358,-85.61485,-108.16781
4,81.27746,-67.95608,-86.87861
5,68.714096,-75.77002,-94.815315
6,75.69509,-62.181595,-90.336105
7,63.657764,-52.369987,-80.265785
8,61.555054,-55.01699,-77.99026
9,62.156895,-65.69234,-88.05359
