t,pc1,pc2,pc3
1,-46.56336,148.25102,-19.36463
2,-52.007427,179.98064,-36.557148
3,-48.08797,165.6289,-27.746923
4,-41.632366,128.99954,-22.032122
5,-42.02013,142.7878,-14.981745
6,-43.304016,154.70657,-21.759907
7,-45.18925,155.45811,-23.718842
8,-44.481495,149.7522,-19.07443
9,-50.200573,158.4758,-26.096626
