t,pc1,pc2,pc3
1,-66.1926,140.00572,-26.536394
2,-59.390316,148.9971,-30.954834
3,-61.00063,155.26027,-39.36904
4,-31.065067,139.31956,-23.377445
5,-48.877903,140.134,-32.478477
6,-47.777435,138.21883,-26.977844
7,-33.60977,126.47734,-19.939955
8,-43.025337,137.57025,-27.334776
9,-46.81845,142.8928,-25.933708
