t,pc1,pc2,pc3
1,-158.36269,-65.15552,32.545353
2,-178.55373,-84.57408,34.087463
3,-182.61552,-85.352165,29.544464
4,-151.73325,-69.73482,32.588253
5,-165.79745,-72.36245,38.2609
6,-159.8274,-77.27851,38.832207
7,-156.94173,-78.55157,34.622658
8,-159.95378,-73.04541,31.945477
9,-181.12958,-84.68954,33.65264
