t,pc1,pc2,pc3
1,-38.764526,152.5405,-15.166609
2,-35.7085,162.54256,-24.115402
3,-32.1155,173.48685,-25.549278
4,-17.187866,148.88356,-14.406338
5,-15.449722,138.85718,-6.6124
6,-27.892536,149.9976,-19.299831
7,-28.243603,140.60326,-17.675436
8,-32.10054,144.11742,-18.450787
9,-38.146847,150.57445,-20.217701
