t,pc1,pc2,pc3
1,-146.23726,-43.963364,14.407728
2,-186.17204,-80.29968,26.905296
3,-193.32124,-78.45848,24.054462
4,-179.28406,-70.99632,40.036804
5,-151.51628,-60.993835,23.572945
6,-159.08614,-64.24103,26.186989
7,-164.01176,-59.271004,27.79594
8,-169.15565,-69.001816,33.90053
9,-189.88225,-78.14689,30.444084
