t,pc1,pc2,pc3
1,127.46915,0.3743,89.9492
2,143.93584,-11.1042385,109.28737
3,139.8242,2.7876873,109.97011
4,131.19221,18.313797,88.77405
5,129.49673,7.944603,79.70418
6,115.79976,14.630882,72.93181
7,114.88714,13.523396,74.553696
8,112.607376,15.24588,73.74904
9,122.80635,8.770031,82.54237
