t,pc1,pc2,pc3
1,-182.49765,-69.2161,25.088104
2,-200.39156,-87.034294,27.828087
3,-185.3055,-87.61514,34.65466
4,-164.1805,-74.11969,28.124084
5,-171.5381,-71.55545,29.46299
6,-173.97415,-73.65247,31.703514
7,-140.59395,-55.20317,26.881363
8,-152.88539,-62.59426,33.63482
9,-162.52745,-73.30995,31.680595
