t,pc1,pc2,pc3
1,-44.815815,156.92122,-23.300436
2,-61.89179,176.92099,-40.826004
3,-55.366505,181.00897,-41.253952
4,-25.60448,156.6483,-30.996119
5,-30.946014,137.59164,-14.637159
6,-34.192997,153.12599,-20.688354
7,-38.318905,144.04974,-22.263678
8,-35.70916,149.37569,-19.193977
9,-46.862774,150.52733,-26.621363
