t,pc1,pc2,pc3
1,134.9025,-13.522316,105.41689
2,140.69453,-12.168184,103.52403
3,149.73032,-21.146704,110.334015
4,135.84447,-12.882,94.83709
5,134.2984,-10.054949,96.4581
6,133.55226,-3.6308002,96.14812
7,126.381195,-4.1257553,90.26242
8,131.61063,-6.714079,98.385315
9,137.94008,-14.899944,106.8258
